session_uuid,scene_id,swaps_to_perfect_order_count
2bc11b9d-374b-4ab7-9d87-967931962fe8,0,1
2d26ca7b-1dbb-42e4-9bbf-bf0d131e2e06,0,1
2d511693-6144-45ee-89df-aba0ca629c84,0,3
2d920452-cfa3-41f4-95de-36b62a023900,0,1
2df4352b-22b9-4a9f-9c2c-6031978251e1,0,1
30a49dd8-c08a-4994-a622-57647670b5bb,0,3
30d6a023-e0a3-4678-9ef2-6011964d225a,0,1
313259a4-162f-44f6-8479-92e4554a1464,0,0
321db911-0ed9-421a-9219-bb02038ac660,0,1
321db911-0ed9-421a-9219-bb02038ac660,1,0
3228f729-d512-431a-bb96-d6f9aacb5d00,0,0
3228f729-d512-431a-bb96-d6f9aacb5d00,1,0
33b51683-fa6a-4dd3-82e5-de08bcc17c14,0,0
33e7d6b6-2868-42e6-8967-d6890efb87a7,0,1
33f3d2d4-49b4-43cf-80d4-cd7d5993aca4,0,1
3435501b-192a-457f-9763-7985f7975784,0,3
3459b742-650d-4c82-bb7b-db84a843cc66,0,3
3459b742-650d-4c82-bb7b-db84a843cc66,1,0
34bef815-47b3-4977-91f7-3bb68803387a,0,2
36ebe99c-dcda-4677-945c-cb05f312d61c,0,0
37daf3d7-4288-4954-a0bd-ca6872cf1e82,0,1
37db3752-51c8-463f-94a5-2196b6854cf6,0,1
37ed31fb-6f8a-4cc0-b80e-ac4138e42405,0,1
38b995b3-fb77-4fda-b0b4-21f062ed6a38,0,1
3bac8365-232a-4be0-a551-c5214b9f0706,0,3
3ce991bc-a2d1-46fd-a3a4-d3611e946ed7,0,3
3e4e23e4-ce9e-44b7-9a1e-6e2923b33123,0,2
3f142e7e-1e18-4341-947a-71f2e7f35aa2,0,2
400b6351-6f35-4f5b-98a6-db100a2fefd8,0,2
401ce554-b556-4a10-88bb-424ed5c22ea8,0,1
40efaf29-70b3-435a-8847-bcd4235720be,0,0
41f05171-141a-4df6-9d89-334331310c9b,0,1
4226ad6c-bb0a-4df0-8c4a-64c312927578,0,1
43313faf-6031-4433-be70-d5d828f55cff,0,2
44458d4a-3cce-4907-85e3-3db1375ce6bb,0,2
44458d4a-3cce-4907-85e3-3db1375ce6bb,1,0
445ceb23-1514-4490-9aa6-f2fc55b5d28e,0,1
45118b95-412c-4a2d-9373-8f7da3428ca8,0,1
46c273a6-b8be-46ea-96cd-72903780d43d,0,0
48e95cfe-1dd7-4085-9662-c77827980bdd,0,1
496ff2bf-605d-4654-b945-dc2b0aaea626,0,1
496ff2bf-605d-4654-b945-dc2b0aaea626,1,0
4a504e80-0232-4978-9a63-7e503e86c5e3,0,0
4bac0722-bc76-4418-88f0-ccbbba469c5a,0,1
4ca5febe-0a4b-4c77-bd3e-6632ae760df1,0,1
4ce8ee9f-45ea-42a8-86df-0038c777f040,0,1
4f66ee10-3104-44ec-8d31-9e1c2b33f36d,0,3
50e4351a-3afd-43ff-a65f-f84eaab0d0fd,0,0
51f8d40c-9550-4ef1-a71c-e030c0a08f29,0,1
524d5418-62f4-4834-9f1e-47202c30e667,0,0
52e2653e-2230-4d8a-929b-e2a12dcb56c4,0,1
55dcba1c-2bfc-4028-984d-5c288c8b7265,0,2
578a0cfc-a256-4002-ba75-4a61d700204e,0,3
590bdfe9-828c-4367-a783-75ec19d7b7d0,0,3
5aca0157-02d0-4409-a4fe-f64d03fd34a1,0,2
5c5c9f6e-555c-4ae2-a0c0-7e5eb84a92dd,0,1
5c720560-85f5-4bb1-9aa5-41207f6259a2,0,1
5c8b0274-379c-40ca-b6ff-b846f9e14ad5,0,1
5d916938-e0d3-47ee-8f55-12bf12283ee1,0,1
5dce5abe-7ded-46e7-8d07-b2e2cd76ef55,0,1
5de8dcc6-c6ab-43e5-9103-85c8d069cf4b,0,1
5e1e1072-2244-4473-996d-e2cb337b805b,0,3
5e1e1072-2244-4473-996d-e2cb337b805b,1,0
5ffacacb-a874-43d3-a399-3cb959505047,0,1
60d2041e-9b37-4c13-a73d-906e6ecebd01,0,1
60d2041e-9b37-4c13-a73d-906e6ecebd01,1,0
60d42fe6-f30b-4eab-ba01-644dde714e4d,0,0
61dba1bb-2326-48f9-968f-9e0e4c867eee,0,2
61dd1584-76e8-4536-9aeb-15276e646ff4,0,2
638950ca-b008-4b14-bd07-933e16e7d8e0,0,2
638950ca-b008-4b14-bd07-933e16e7d8e0,1,0
63b272d4-ae7c-4cc3-8e5b-d474b09a44c2,0,1
66cc58aa-8f53-4d06-b129-879fb3b08239,0,3
6774cf2a-7728-4387-8788-934246a1e906,0,0
6774cf2a-7728-4387-8788-934246a1e906,1,0
677d1c18-f292-4bcb-924d-52f5e762533f,0,3
67ed9702-0908-454a-8069-7ca4a6f2bee9,0,3
6816890d-3882-41a2-ac2a-e6c4171d2da2,0,3
6816890d-3882-41a2-ac2a-e6c4171d2da2,1,0
684d04c4-83c1-49b6-b798-ddd431438857,0,2
684d04c4-83c1-49b6-b798-ddd431438857,1,0
68f0ccd0-ecbc-4b90-b5d1-83d9517995b8,0,3
6909d3b6-a43a-4d26-8c83-9bd8a5ea569f,0,1
6925e2d8-3f2b-443d-8e59-7bac6684464d,0,1
693461dd-b8f6-4c60-92b6-bd1db0ffcac8,0,1
6b704e43-9ef4-4d5c-b39b-40c41648f8d3,0,0
6cb3d605-3736-4255-bf3b-92473d9df21e,0,1
6cc2fd2a-88a9-4ffa-9230-cfab1f206fce,0,0
6d681ea4-2632-4ede-a5d6-6e493c5ebd53,0,1
716087c9-37c5-43b8-93ab-18339caefcd2,0,1
71a7d2ce-2dea-4bec-8348-028e74fcd092,0,3
736e625b-bb07-452c-9302-b37bb27cbf43,0,3
73df0a9b-795b-41e2-97a0-6079fb7ca739,0,1
7407aba4-aef4-4012-be6c-a237d225809d,0,4
741e494b-63ff-4ea2-ad88-657f2276045d,0,1
75865699-63f9-46de-9adc-6936ad7c7d46,0,1
75b3227f-2f3c-4fe0-b9b8-9e0fe3baa210,0,1
77c15654-dbf5-46da-8e84-fe418cdf1c59,0,2
788af03e-aeee-4d53-8c97-f0060df61932,0,3
79426650-c950-40ee-816e-decddddd22e9,0,0
7a1065f6-1a05-4d2b-bf14-73cafdb9ce4b,0,1
7dacebd5-f16e-4faa-8a00-f738b7d04e3b,0,3
7de52180-d823-4f9e-9003-aeab8139970b,0,5
7de52180-d823-4f9e-9003-aeab8139970b,1,0
7e340eb0-fda8-4eea-addc-5f554be907a5,0,1
7e75d331-2643-4271-a67e-af24bff68001,0,2
7f639dc1-fce0-4aa9-b76a-c355894d05ed,0,2
81d7c616-7896-4e0a-9cfc-155590686377,0,1
83b96c70-e156-4c10-b463-800c5a468ec5,0,3
84282ed0-0e63-44e0-8b39-5156e3c868d0,0,2
84f8db6a-1993-493f-b6cb-609ac3b45107,0,2
8581c1f8-a4e8-4245-ac73-2bd671237001,0,0
86366fd5-be94-43cc-a9e9-7c98609c0a66,0,0
868cbf3b-f04a-4e1a-a207-95881d529378,0,1
868d644f-b0fa-4ef7-b29e-88bac6fb5740,0,1
86c4cdb2-0073-43fb-b60a-dc13fa46a9ca,0,2
87efcdf5-9090-4fa5-afac-25c778924e9a,0,1
8832990e-c81c-45c4-96d5-3ca57a75cbe6,0,2
89c48e7e-780f-4f1b-a846-fc0f4fd9841c,0,0
89ec8f32-0018-48e7-8cad-c86bd73257f2,0,0
89f0e2ad-384b-4ef0-ab96-d865521f88ce,0,1
8b5e760a-1f1a-4a28-bd8f-768bc5f216c6,0,3
8ceb28a3-e268-4930-a1c6-84cac4f6239c,0,0
8f0e76c0-6ff2-4974-b0f7-3f416e22fa90,0,1
8f6097ce-795d-483a-a811-e6a5423bc59d,0,1
9179223d-a6e0-4612-8200-40f30d05c11e,0,2
926de73a-7764-4409-920e-b2416cb57f9b,0,2
93b9eeb6-e902-4466-a518-a992c61146f8,0,1
97401484-055e-4590-9a11-7d911c42564b,0,3
983344e9-c2d0-46b5-a8ba-da6e37d04f1d,0,1
98bad4ce-f31e-40f1-898e-ed38755e0340,0,0
98bad4ce-f31e-40f1-898e-ed38755e0340,1,0
991af001-9414-4a2d-8079-0663c4ddb1e4,0,1
991af001-9414-4a2d-8079-0663c4ddb1e4,1,0
992d4672-7993-44ba-890c-0d8605ccefdd,0,2
9a6d2f32-10fb-40ea-bacc-dd6a7d2f4a13,0,0
9a6d2f32-10fb-40ea-bacc-dd6a7d2f4a13,1,1
9cd41444-4813-45a8-81d0-a1d068184c8e,0,1
9d142377-69d6-4622-958d-a29a6a0a0d21,0,3
9e0f8037-329b-496a-817a-daae83aa941f,0,1
9f03c005-21d8-4934-8bb9-7152347726d1,0,1
9fac5a9d-0f55-4473-9744-f7100561354f,0,3
a118a19a-0126-48ea-9d7b-7762f8e99926,0,1
a1cb9dd5-e62b-4085-99d8-688e0a3856ee,0,2
a275e363-d113-4f29-873c-a312f732ae0d,0,2
a3113d56-505e-40c1-8c39-09baacc82efa,0,1
a40659ab-dfbf-43ab-91cb-72a48a82c426,0,1
a437d61b-adad-424f-9714-83382548fda2,0,1
a62cdd57-739f-4f98-b0bd-45e7aced8b73,0,3
a6470837-fcab-4478-bdbf-c27bdc3960ef,0,2
a7804ee3-6a1c-4462-957a-17976a540483,0,0
a7804ee3-6a1c-4462-957a-17976a540483,1,3
a98adcc8-6df3-470d-961d-8248246472ca,0,0
a98adcc8-6df3-470d-961d-8248246472ca,1,0
a98b7327-dfd7-43c2-86e7-b5080ec86806,0,1
ab1f8cd1-8d65-45da-b087-89b25ff46c66,0,1
aca8a746-0f72-4c8d-87a5-70d836da8768,0,0
af8ec7e7-e34b-472d-98ea-2a78285c8de8,0,0
b05e5139-6dd4-41d2-adb5-aedfebb028a6,0,3
b0a0d36e-4fb8-43b7-a966-d730e1130945,0,1
b0ff9d39-598b-46b3-b3bc-1be3a791f10c,0,0
b1ebfdc9-6338-4b80-ba76-947f8690bd91,0,2
b2276063-07ef-40b9-8764-bfb5e064699c,0,2
b26d61b8-9027-4b16-ba3b-bc337bc6e681,0,1
b3f3b351-c82b-47ef-81b5-0bce3be917f3,0,2
b440a9ce-e511-43e3-bc20-c9b2bed11005,0,3
b52e71ec-050f-49e1-b495-7c36f5537544,0,0
b541f5c9-93fe-4ef3-9fe7-38493b8aa8a8,0,1
b5a82a5b-e259-4d87-bdb7-94f9cb1ce6ea,0,3
b792d8cf-a314-47ba-8da6-6998a8d735c2,0,1
b878d528-37a0-4175-a294-16c4de1fd5eb,0,0
b97662b0-aa86-4317-adae-7bce0e065eb5,0,1
b97bfac8-c52a-4019-8494-1e9ae36df7cf,0,3
c12f8355-5a14-4ccc-bde4-d8038cae9220,0,0
c51a263e-fca1-4d93-929a-2c644cc441c6,0,0
c7587083-faff-4bca-b678-ae156bd4a3f0,0,2
c82e4612-4e6f-4834-bc7f-6092327c44fa,0,1
c993d63e-166e-45fa-9cb3-07908a234428,0,2
cc319a3d-a27d-44a2-a594-ff5cecd9ee9a,0,3
cc6ad812-608f-4fc3-bae6-f837aaa056c0,0,1
ccfca520-5965-40d9-9a19-f0a19d208fdc,0,1
cdc7b0ec-a883-4705-9b55-b618d429808e,0,1
cde3b77f-2e08-4b86-9081-d0faa979cbc8,0,1
ce1350af-79e6-475b-9c07-802b5ff5ca0a,0,1
ce41d7c3-9e24-4840-865f-3b7f7cd828f7,0,1
cf714cd2-2824-4ad2-8d98-3199b1df0bdb,0,0
cf953248-e6cf-4544-95ce-4843d0f56f10,0,0
d06f4054-097a-46ef-a88e-69665bf42389,0,1
d0e616ae-5458-42c9-a013-55b8f3b51b06,0,0
d11543fd-7b7f-4883-bd69-afe8128a76f2,0,3
d1445846-942b-422f-86ae-8b2a0b6133a8,0,3
d2c676e2-fddc-4872-9a26-b621d6585df9,0,2
d347b967-5e20-4527-95dd-3a0fdf73af1d,0,1
d433b532-d35b-4fc6-b9fd-ed2e18e57c28,0,1
d45ac4ce-be32-424b-a50f-fa8007af4fed,0,2
d4f8b28e-a0a3-4969-a156-5bf86e4794ba,0,1
d58c859d-d4b5-4213-88d7-df5c168fa646,0,1
d605640c-fde5-412f-8d33-b9b2744172ab,0,1
d66b46ee-9057-43d6-8108-179b83820a37,0,0
d66b46ee-9057-43d6-8108-179b83820a37,1,0
d81f6dfd-3151-415f-a354-541240e7fbae,0,1
d8c6bf18-14e3-45f2-bfa1-9a904cb4b82b,0,1
d8fe95a5-c1fb-4239-8b42-12d28c35e111,0,1
daca96a3-b61d-4087-9747-cea6fd7e3a43,0,0
dcd4a197-ba73-4d2f-a2aa-8ff3206219b9,0,2
dd46bfb4-d2df-4b1c-923f-5f3568a14f29,0,0
dd601aee-8360-41f2-b89d-c37f3eb2c617,0,2
de04bec3-9503-467c-9c49-675720c4bab0,0,0
dee5a112-91db-43bb-8564-dc4ce4195a88,0,0
deecd930-56c6-4679-87d8-7d6627631934,0,1
dfa09c43-42f4-4cb5-8f74-381744e0d320,0,2
e072d31f-2592-4c7e-8709-3db1e111240c,0,1
e0b7bea0-1cf9-42a8-a02c-e8699a962779,0,0
e1a418bf-114d-4b8e-b0a1-0a0ff144c0aa,0,1
e1d845d3-9874-449b-83ef-6c649073a868,0,3
e2458ea2-71b5-4b84-bbfb-dff0a969c9d2,0,1
e249e6d4-c3d4-4e20-8fab-fa35fd59e871,0,1
e2ddf563-3583-404c-917a-8eb7bec38471,0,2
e2e599c8-8e48-487f-9f95-a0a382432ca5,0,1
e353eee2-a630-40cd-b931-a98b12edd9b6,0,1
e3c2b4c6-d8b7-4b64-8cd0-7ca0e622f9b5,0,0
e4b17764-a999-4733-b455-1968588effc8,0,1
e8be80d7-4d11-430d-93b7-bc15e1bfb445,0,1
e8cb6ae0-6d68-410f-88fc-4adf30d8bfac,0,0
e96d123b-455b-4335-9278-988ff9ba8ecf,0,5
eb641af4-13da-4e13-a5dd-02eb0e7e6c23,0,1
ec6c5444-8f8b-417d-a840-f1173d3a0296,0,0
ed079161-e1ea-4682-9abb-d0b1736e3ee5,0,1
ee42b183-00b2-4bb9-89b9-0b38b73e69eb,0,0
ee694b2c-dad2-4b9a-acc9-4e025e1b299b,0,2
ee8a8276-1a9c-41fd-a793-a3eb6d337ff7,0,1
eecb1d19-1d05-4725-9289-eb02d601cdf3,0,1
efed5e1c-4427-47df-8e3f-9e4714880169,0,2
f02dc87e-8f04-4ddd-90fd-74dce1206bd6,0,1
f0a4acff-b70a-4577-a27e-df492cb9638d,0,2
f1b2887d-8ed3-499e-8663-0fb9bd909fbc,0,1
f2eb6809-d49f-4c3e-be62-91f1538ed437,0,3
f3228193-b6dc-41fa-a2ab-1c5085046347,0,1
f33f702d-4b79-43d9-b980-42dc10c2b882,0,1
f3447210-99fa-4990-8c1b-747a1e916e79,0,1
f3cbb8a9-8d0c-48f0-ac0c-e379ac4d9411,0,1
f5dafd5d-461d-4440-9e3b-1b1c899df9e4,0,1
f68ce2b4-67dc-4829-89fc-cfe478391148,0,3
f7d9738a-35c1-4af0-8e98-5bf3a1cff310,0,1
f807c3e2-6cc7-4670-8488-4dd13431cc15,0,2
f80ef1e8-e0d1-4106-9f18-4024ff911e22,0,2
f80ef1e8-e0d1-4106-9f18-4024ff911e22,1,0
f9b3d74c-634d-40fc-9183-4c4bad4e7548,0,1
fd1c7057-2c2d-4dec-9297-92ef0621c15e,0,3
fdb4a6d9-72ef-4af7-bdd4-a05ba354a300,0,1
fe077b96-8e52-4e1a-8ec7-e5c5f46e65c5,0,1
fe2602f0-e9e8-4913-8bf3-806852ce738a,0,0
ff97fc56-c803-4aa7-b419-35e0ac17d0b3,0,0
ffecd29f-ebcd-45d2-9bc1-12adf56cfff8,0,1
